email,company_name,domain,category,city,subject,body
admin@ericabaker.ca,Erica Baker Psychological Services Limited,www.ericabaker.ca,Psychologist,Halifax,Quick question for Erica Baker Psychological,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Erica Baker Psychological Services Limited might find this interesting.

I know psychologists can't pick up the phone during sessions, and potential clients rarely call back. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
contact@scheduleanyone.com,HK hair studio,www.heidikenneyhair.com,Hair salon,Dayton,Saw HK hair studio in Dayton,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for hair salons in Nova Scotia and wanted to connect with HK hair studio.

I know how hard it is to answer booking calls when every stylist is mid-cut. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@sevencollectivesalon.com,Seven Collective Salon,sevencollectivesalon.com,Hairdresser,Halifax,Saw Seven Collective Salon in Halifax,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Seven Collective Salon.

I know how hard it is to answer booking calls when you're mid-appointment. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Seven Collective Salon? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
nourshairlounge@outlook.com,Nour's Hair Lounge,nourshairlounge.com,Hair salon,Halifax,Nour's Hair Lounge + AI (from a Dal student),"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Nour's Hair Lounge.

I know how hard it is to answer booking calls when every stylist is mid-cut. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@dimesalonhalifax.com,Dime Salon Inc,www.dimesalonhalifax.com,Hair salon,Halifax,Quick question for Dime Salon,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for hair salons in Nova Scotia and wanted to connect with Dime Salon Inc.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@thumperssalon.com,Thumpers Salon,www.thumperssalon.com,Hair salon,Halifax,Would this help Thumpers Salon?,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Thumpers Salon and thought this might be relevant.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
oohlalablume@gmail.com,Blume Salon And Spa,oohlalablume.com,Beauty salon,Halifax,Quick question for Blume Salon And Spa,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for beauty salons in Nova Scotia and wanted to connect with Blume Salon And Spa.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
bedrije.rexhepi@gmail.com,Hair by Bea,hairbybea.setmore.com,Hair salon,Halifax,"Dal student, quick question for Hair by Bea","Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Hair by Bea.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Hair by Bea? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
example@mysite.com,Shapes N Shades | Clubmen's Barber Shop | SNS unisex hair salon,www.snshairsalon.com,Hair salon,Halifax,"Dal student, quick question for Shapes N Shades | Clubmen's","Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Shapes N Shades | Clubmen's Barber Shop | SNS unisex hair salon and thought this might be relevant.

I know how hard it is to answer booking calls when every stylist is mid-cut. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
bookings@deenaalawaid.ca,Tidal Hair Lounge,www.tidalhairlounge.com,Hair salon,Halifax,Halifax student with an idea for Tidal Hair Lounge,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for hair salons in Nova Scotia and wanted to connect with Tidal Hair Lounge.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
minkim@minssalon.com,Min's Salon,minssalon.com,Hairdresser,Halifax,Saw Min's Salon in Halifax,"Hey,

I'm a Dalhousie student working on something I think could help Min's Salon.

I know how hard it is to answer booking calls when you're mid-appointment. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
definehairstudiohfx@gmail.com,Define Hair Studio and Barbershop Halifax,www.definehairstudio.ca,Barber shop,Halifax,For Define Hair Studio and re: missed calls,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Define Hair Studio and Barbershop Halifax.

Most barber shops I've talked to miss calls from new clients during their busiest hours. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Define Hair Studio and? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
contact@sparrowhairstudio.ca,Sparrow Hair Studio Inc.,sparrowhairstudio.ca,Hair salon,West End,Would this help Sparrow Hair?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for hair salons in Nova Scotia and wanted to connect with Sparrow Hair Studio Inc..

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@aqcbeauty.com,Flaunt + AQC SALON,www.flaunthfx.ca,Hairdresser,Halifax,Idea for Flaunt + AQC SALON,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Flaunt + AQC SALON and thought this might be relevant.

I know how hard it is to answer booking calls when you're mid-appointment. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@blushhairhfx.com,Blush Hair Studio,blushhairhfx.com,Hair salon,Halifax,Halifax student with an idea for Blush Hair,"Hey,

I'm a Dalhousie student working on something I think could help Blush Hair Studio.

I know how hard it is to answer booking calls when every stylist is mid-cut. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
info@moodhalifax.ca,Mood,www.moodhalifax.ca,Hair salon,Halifax,Would this help Mood?,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Mood.

I know how hard it is to answer booking calls when every stylist is mid-cut. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Mood? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
inquire.aastha@gmail.comcom,Aasthahair,aasthahair.ca,Hairdresser,Halifax,Aasthahair + AI (from a Dal student),"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Aasthahair and thought this might be relevant.

I know how hard it is to answer booking calls when you're mid-appointment. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
hfxannassalon@gmail.com,Anna's Hair Salon,jtaylorlandry.wixsite.com,Hair salon,Halifax,Quick question for Anna's Hair Salon,"Hey,

I'm a Dalhousie student working on something I think could help Anna's Hair Salon.

I know how hard it is to answer booking calls when every stylist is mid-cut. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
yokossalonspa@gmail.com,SANDY YOKO HAIR,sandyyokohairhalifax.square.site,Hair salon,Halifax,Idea for SANDY YOKO HAIR,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like SANDY YOKO HAIR.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@tnkbeauty.ca,TNK Nail & Beauty Spa,tnkbeauty.ca,Nail salon,Halifax,Halifax student with an idea for TNK Nail & Beauty Spa,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like TNK Nail & Beauty Spa.

Most nail salons I've talked to deal with double-bookings and no-shows constantly. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
oneblockbarbershop@gmail.com,OBB,www.oneblock.ca,Hair salon,Halifax,For OBB re: missed calls,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across OBB and thought this might be relevant.

I know how hard it is to answer booking calls when every stylist is mid-cut. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
user@domain.com,FRED.,www.fredbeauty.com,Hair salon,Halifax,Saw FRED. in Halifax,"Hey,

I'm a Dalhousie student working on something I think could help FRED..

I know how hard it is to answer booking calls when every stylist is mid-cut. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
info@glamouratlantic.ca,Glamour Secrets | Halifax Shopping Centre,glamouratlantic.ca,Hair salon,Halifax,Would this help Glamour Secrets | Halifax?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for hair salons in Nova Scotia and wanted to connect with Glamour Secrets | Halifax Shopping Centre.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info@bigmoustache.ca,The Big Moustache Barbershop,thebigmoustachebarbershop.ca,Barber shop,Halifax,Would this help The Big Moustache Barbershop?,"Hey,

I'm a Dalhousie student working on something I think could help The Big Moustache Barbershop.

I know how chaotic it gets when the phone's ringing and every chair is full. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
customerservice@chatters.ca,Chatters Hair Salon,chatters.ca,Hair salon,Halifax,Halifax student with an idea for Chatters Hair Salon,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Chatters Hair Salon might find this interesting.

I know how hard it is to answer booking calls when every stylist is mid-cut. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
template.placeholder@gmail.com,Hail Hair,www.hailhairstudio.com,Hair salon,Halifax,Quick question for Hail Hair,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Hail Hair and thought this might be relevant.

I know how hard it is to answer booking calls when every stylist is mid-cut. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@studio54salon.com,Studio 54 Salon,studio54salon.com,Hair salon,Lakeside,Studio 54 Salon + AI (from a Dal student),"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Studio 54 Salon and thought this might be relevant.

I know how hard it is to answer booking calls when every stylist is mid-cut. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
hairtogohrm@gmail.com,Hair to GO,hairtogohrm.wixsite.com,Hair salon,Halifax,"Dal student, quick question for Hair to GO","Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Hair to GO.

I know how hard it is to answer booking calls when every stylist is mid-cut. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
jaywellsschedule@gmail.com,Jay Wells,jaywellssalon.ca,Hair salon,Halifax,For Jay Wells re: missed calls,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Jay Wells and thought this might be relevant.

I know how hard it is to answer booking calls when every stylist is mid-cut. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
admissions@hairdesigncentre.com,HDC - College of Hair & Aesthetics,www.hairdesigncentre.com,Hair salon,Halifax,Quick question for HDC - College of Hair &,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to HDC - College of Hair & Aesthetics.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for HDC - College of Hair &? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
oddfellowsbarbershop@gmail.com,Oddfellows Barbershop,www.oddfellowsbarbershop.com,Barber shop,Halifax,Oddfellows Barbershop + AI (from a Dal student),"Hey,

I'm a Dalhousie student working on something I think could help Oddfellows Barbershop.

I know how chaotic it gets when the phone's ringing and every chair is full. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
appointments@fisalon.com,Fara Ishani Salon,www.fisalon.com,Beauty salon,Halifax,Fara Ishani Salon + AI (from a Dal student),"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Fara Ishani Salon.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Fara Ishani Salon? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
exquisitecuts01@gmail.com,Exquisite Cuts Barbershop,square.site,Barber shop,Halifax,For Exquisite Cuts Barbershop re: missed calls,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Halifax businesses. Thought Exquisite Cuts Barbershop might find this interesting.

Most barber shops I've talked to miss calls from new clients during their busiest hours. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
adornsalonandspa@outlook.com,Adorn salon and spa,www.adornsalonandspa.com,Beauty salon,Beechville,Quick question for Adorn salon and spa,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Beechville businesses. Thought Adorn salon and spa might find this interesting.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
info@email.com,Hair Devotion,www.hairdevotion.ca,Beauty salon,Bedford,Quick question for Hair Devotion,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Hair Devotion.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
hi@typemade.mx,Perfect Arch Salon,perfectarchsalon.com,Beauty salon,Bedford,Would this help Perfect Arch Salon?,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Perfect Arch Salon.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Perfect Arch Salon? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
allison@ivybedford.ca,Ivy. Salon,www.ivysalons.ca,Beauty salon,Bedford,Saw Ivy. Salon in Bedford,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Ivy. Salon.

I know how impossible it is to answer the phone when you're with a client. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
info@feathersbrowstudio.ca,Feathers Brow & Beauty Studio,www.feathersbrowstudio.ca,Beauty salon,Bedford,Would this help Feathers Brow & Beauty?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for beauty salons in Nova Scotia and wanted to connect with Feathers Brow & Beauty Studio.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
hi@mystore.com,Kith&Kin Hairquarium,kith-kin-hairquarium.square.site,Hair salon,Bedford,Quick question for Kith&Kin Hairquarium,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Kith&Kin Hairquarium.

I know how hard it is to answer booking calls when every stylist is mid-cut. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Kith&Kin Hairquarium? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
tseyelashbeauty@gmail.com,T's Eyelash Studio,www.tseyelash.ca,Eyelash salon,Bedford,Saw T's Eyelash in Bedford,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across T's Eyelash Studio and thought this might be relevant.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
luxuryhairhalifax@outlook.com,Luxury Hair Halifax,www.luxuryhairhalifax.ca,Wig shop,Bedford,Luxury Hair Halifax + AI (from a Dal student),"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Luxury Hair Halifax.

I know how many calls service businesses miss during their busiest hours. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Luxury Hair Halifax? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
tonysbarbering@gmail.com,Tony's Barbering,tonysbarbering.ca,Barber shop,Bedford,Would this help Tony's Barbering?,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Tony's Barbering and thought this might be relevant.

Most barber shops I've talked to miss calls from new clients during their busiest hours. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
hdbeautybyval@gmail.com,HD Beauty by Val,hdbeautybyval.ca,Permanent make-up clinic,Bedford,For HD Beauty by Val re: missed calls,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to HD Beauty by Val.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for HD Beauty by Val? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
user@domain.com,Barbers Corner Barbershop,www.barberscorner.ca,Barber shop,Bedford,Bedford student with an idea for Barbers Corner Barbershop,"Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Barbers Corner Barbershop.

I know how chaotic it gets when the phone's ringing and every chair is full. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Barbers Corner Barbershop? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
thehairafterbedford@gmail.com,The Hair After Salon and Spa,thehairafterbedford.com,Beauty salon,Bedford,Quick question for The Hair After Salon and Spa,"Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Bedford businesses. Thought The Hair After Salon and Spa might find this interesting.

I know how impossible it is to answer the phone when you're with a client. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
andreajbowness@gmail.com,Ninety Seven Beauty Bar,ninety-seven-beauty-bar.square.site,Beauty salon,Lower Sackville,Quick question for Ninety Seven Beauty Bar,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for beauty salons in Nova Scotia and wanted to connect with Ninety Seven Beauty Bar.

I know how impossible it is to answer the phone when you're with a client. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
hi@mystore.com,Beeyond Cutz Barbershop,beeyond-cutz-barbershop.square.site,Barber shop,Bedford,Idea for Beeyond Cutz Barbershop,"Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like Beeyond Cutz Barbershop.

Most barber shops I've talked to miss calls from new clients during their busiest hours. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
hi@mystore.com,Liudmyla Butkova Beauty Lab,liudmyla-butkova-beauty-lab.square.site,Beauty salon,Halifax,"Dal student, quick question for Liudmyla Butkova Beauty Lab","Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Liudmyla Butkova Beauty Lab and thought this might be relevant.

Most beauty salons I've talked to lose walk-in and call-in bookings during peak hours. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
lakesavagehairsalon@gmail.com,Lake Savage Hair Salon,lakesavagehairsalon.ca,Beauty salon,Lower Sackville,"Dal student, quick question for Lake Savage Hair Salon","Hi,

Quick intro: I'm Dylan, a Dalhousie student building AI tools for local Lower Sackville businesses. Thought Lake Savage Hair Salon might find this interesting.

I know how impossible it is to answer the phone when you're with a client. I've put together an AI agent that answers calls around the clock, books appointments, and brings back past clients who haven't visited in months.

Worth a quick look? Here's my calendar if so: calendly.com/realsideai

Cheers,
Dylan"
info@bedfordelectrolysis.com,Bedford Electrolysis,bedfordelectrolysis.com,Electrolysis hair removal service,Bedford,"Dal student, quick question for Bedford Electrolysis","Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for electrolysis hair removal services in Nova Scotia and wanted to connect with Bedford Electrolysis.

I've been researching how many potential clients local businesses lose to missed calls and slow follow-up. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
nbluehairstudio@gmail.com,Nouveau Blue Hair Studio,www.nouveaubluehairstudio.com,Hair salon,Lower Sackville,Would this help Nouveau Blue Hair?,"Hi,

My name's Dylan, I'm a Dalhousie student in Halifax building AI for local businesses. I came across Nouveau Blue Hair Studio and thought this might be relevant.

Most salons I've talked to lose bookings because the phone rings during busy hours and nobody can grab it. I built an AI receptionist that picks up every call, books appointments, and re-engages past clients sitting in your system.

No pressure at all, but if you're curious I'd love to show you how it works: calendly.com/realsideai

Best,
Dylan"
info@hqhairtransplant.ca,HQ Hair Transplant Clinic Halifax,hqhairtransplant.ca,Hair transplantation clinic,Bedford,Would this help HQ Hair Transplant Clinic?,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for hair transplantation clinics in Nova Scotia and wanted to connect with HQ Hair Transplant Clinic Halifax.

Most local businesses I've talked to lose new clients just because no one could pick up the phone. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
info.adcuts@gmail.com,AD Cuts,adcuts.ca,Barber shop,Dartmouth,"Dal student, quick question for AD Cuts","Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like AD Cuts.

Most barber shops I've talked to miss calls from new clients during their busiest hours. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
infothenightbarber@gmail.com,The Night Barber Dartmouth,thenightbarberdartmouth.simplybook.me,Barber shop,Dartmouth,"Dal student, quick question for The Night Barber Dartmouth","Hey there,

I'm a student at Dal here in Halifax, and I've been working on an AI receptionist built for local businesses like The Night Barber Dartmouth.

I know how chaotic it gets when the phone's ringing and every chair is full. The AI I built picks up every single call, books appointments, and texts clients back if they called after hours.

Would you be open to a quick demo? I promise it's only 10 minutes: calendly.com/realsideai

Dylan"
infong@alliancedental.ca,Alliance Dental New Glasgow,www.alliancedentalnewglasgow.ca,Dentist,New Glasgow,"Dal student, quick question for Alliance Dental New Glasgow","Hi there,

I'm Dylan, a student at Dalhousie University here in Halifax. I've been building an AI phone agent for local service businesses and wanted to reach out to Alliance Dental New Glasgow.

I've been researching how many new patient calls go unanswered at dental offices during peak hours. So I built something that answers every call 24/7, books appointments, and follows up with past clients automatically.

Would you be open to a quick 10-minute chat to see if it could work for Alliance Dental New Glasgow? Here's my calendar: calendly.com/realsideai

Cheers,
Dylan"
info@riverhilldentalns.com,River Hill Dental,riverhilldentalns.com,Dental clinic,New Glasgow,Quick question for River Hill,"Hey,

I'm a Dalhousie student working on something I think could help River Hill Dental.

Most dental clinics I've talked to lose new patient calls every week to voicemail. I've built an AI that handles your incoming calls 24/7, books appointments into your calendar, and automatically follows up with clients who haven't been in for a while.

Would a quick chat be worth your time? Happy to walk you through it: calendly.com/realsideai

Dylan"
admin@eaglesfamilydentistry.com,Eagles Family Dentistry,www.eaglesfamilydentistry.ca,Dentist,New Glasgow,New Glasgow student with an idea for Eagles Family Dentistry,"Hi,

I'm Dylan from Dalhousie University. I've been building AI phone agents specifically for dentists in Nova Scotia and wanted to connect with Eagles Family Dentistry.

Most dental practices I've talked to lose 5-10 new patient calls a week to voicemail. What I've built answers every call, handles scheduling, and can even re-engage old clients who dropped off.

If you're open to it, I'd love 10 minutes to show you: calendly.com/realsideai

Talk soon,
Dylan"
